,Date,GDP,Unemployment Rate,Consumer Price Index,Federal Funds Rate,10-Year Treasury Constant Maturity Rate
464,2019-04-10,20584.528,3.7,255.233,2.42,2.53
465,2019-04-11,20584.528,3.7,255.233,2.42,2.53
466,2019-04-12,20584.528,3.7,255.233,2.42,2.53
467,2019-04-13,20584.528,3.7,255.233,2.42,2.53
468,2019-04-14,20584.528,3.7,255.233,2.42,2.53
469,2019-04-15,20584.528,3.7,255.233,2.42,2.53
470,2019-04-16,20584.528,3.7,255.233,2.42,2.53
471,2019-04-17,20584.528,3.7,255.233,2.42,2.53
472,2019-04-18,20584.528,3.7,255.233,2.42,2.53
473,2019-04-19,20584.528,3.7,255.233,2.42,2.53
474,2019-04-20,20584.528,3.7,255.233,2.42,2.53
475,2019-04-21,20584.528,3.7,255.233,2.42,2.53
476,2019-04-22,20584.528,3.7,255.233,2.42,2.53
477,2019-04-23,20584.528,3.7,255.233,2.42,2.53
478,2019-04-24,20584.528,3.7,255.233,2.42,2.53
479,2019-04-25,20584.528,3.7,255.233,2.42,2.53
480,2019-04-26,20584.528,3.7,255.233,2.42,2.53
481,2019-04-27,20584.528,3.7,255.233,2.42,2.53
482,2019-04-28,20584.528,3.7,255.233,2.42,2.53
483,2019-04-29,20584.528,3.7,255.233,2.42,2.53
484,2019-04-30,20584.528,3.7,255.233,2.42,2.53
485,2019-05-01,20584.528,3.6,255.296,2.39,2.4
486,2019-05-02,20584.528,3.6,255.296,2.39,2.4
487,2019-05-03,20584.528,3.6,255.296,2.39,2.4
488,2019-05-04,20584.528,3.6,255.296,2.39,2.4
489,2019-05-05,20584.528,3.6,255.296,2.39,2.4
490,2019-05-06,20584.528,3.6,255.296,2.39,2.4
491,2019-05-07,20584.528,3.6,255.296,2.39,2.4
492,2019-05-08,20584.528,3.6,255.296,2.39,2.4
493,2019-05-09,20584.528,3.6,255.296,2.39,2.4
494,2019-05-10,20584.528,3.6,255.296,2.39,2.4
495,2019-05-11,20584.528,3.6,255.296,2.39,2.4
496,2019-05-12,20584.528,3.6,255.296,2.39,2.4
497,2019-05-13,20584.528,3.6,255.296,2.39,2.4
498,2019-05-14,20584.528,3.6,255.296,2.39,2.4
499,2019-05-15,20584.528,3.6,255.296,2.39,2.4
500,2019-05-16,20584.528,3.6,255.296,2.39,2.4
501,2019-05-17,20584.528,3.6,255.296,2.39,2.4
502,2019-05-18,20584.528,3.6,255.296,2.39,2.4
503,2019-05-19,20584.528,3.6,255.296,2.39,2.4
504,2019-05-20,20584.528,3.6,255.296,2.39,2.4
505,2019-05-21,20584.528,3.6,255.296,2.39,2.4
506,2019-05-22,20584.528,3.6,255.296,2.39,2.4
507,2019-05-23,20584.528,3.6,255.296,2.39,2.4
508,2019-05-24,20584.528,3.6,255.296,2.39,2.4
509,2019-05-25,20584.528,3.6,255.296,2.39,2.4
510,2019-05-26,20584.528,3.6,255.296,2.39,2.4
511,2019-05-27,20584.528,3.6,255.296,2.39,2.4
512,2019-05-28,20584.528,3.6,255.296,2.39,2.4
513,2019-05-29,20584.528,3.6,255.296,2.39,2.4
514,2019-05-30,20584.528,3.6,255.296,2.39,2.4
515,2019-05-31,20584.528,3.6,255.296,2.39,2.4
516,2019-06-01,20584.528,3.6,255.213,2.38,2.07
517,2019-06-02,20584.528,3.6,255.213,2.38,2.07
518,2019-06-03,20584.528,3.6,255.213,2.38,2.07
519,2019-06-04,20584.528,3.6,255.213,2.38,2.07
520,2019-06-05,20584.528,3.6,255.213,2.38,2.07
521,2019-06-06,20584.528,3.6,255.213,2.38,2.07
522,2019-06-07,20584.528,3.6,255.213,2.38,2.07
523,2019-06-08,20584.528,3.6,255.213,2.38,2.07
524,2019-06-09,20584.528,3.6,255.213,2.38,2.07
525,2019-06-10,20584.528,3.6,255.213,2.38,2.07
526,2019-06-11,20584.528,3.6,255.213,2.38,2.07
527,2019-06-12,20584.528,3.6,255.213,2.38,2.07
528,2019-06-13,20584.528,3.6,255.213,2.38,2.07
529,2019-06-14,20584.528,3.6,255.213,2.38,2.07
530,2019-06-15,20584.528,3.6,255.213,2.38,2.07
531,2019-06-16,20584.528,3.6,255.213,2.38,2.07
532,2019-06-17,20584.528,3.6,255.213,2.38,2.07
533,2019-06-18,20584.528,3.6,255.213,2.38,2.07
534,2019-06-19,20584.528,3.6,255.213,2.38,2.07
535,2019-06-20,20584.528,3.6,255.213,2.38,2.07
536,2019-06-21,20584.528,3.6,255.213,2.38,2.07
537,2019-06-22,20584.528,3.6,255.213,2.38,2.07
538,2019-06-23,20584.528,3.6,255.213,2.38,2.07
539,2019-06-24,20584.528,3.6,255.213,2.38,2.07
540,2019-06-25,20584.528,3.6,255.213,2.38,2.07
541,2019-06-26,20584.528,3.6,255.213,2.38,2.07
542,2019-06-27,20584.528,3.6,255.213,2.38,2.07
543,2019-06-28,20584.528,3.6,255.213,2.38,2.07
544,2019-06-29,20584.528,3.6,255.213,2.38,2.07
545,2019-06-30,20584.528,3.6,255.213,2.38,2.07
546,2019-07-01,20817.581,3.7,255.802,2.4,2.06
547,2019-07-02,20817.581,3.7,255.802,2.4,2.06
548,2019-07-03,20817.581,3.7,255.802,2.4,2.06
549,2019-07-04,20817.581,3.7,255.802,2.4,2.06
550,2019-07-05,20817.581,3.7,255.802,2.4,2.06
551,2019-07-06,20817.581,3.7,255.802,2.4,2.06
552,2019-07-07,20817.581,3.7,255.802,2.4,2.06
553,2019-07-08,20817.581,3.7,255.802,2.4,2.06
554,2019-07-09,20817.581,3.7,255.802,2.4,2.06
555,2019-07-10,20817.581,3.7,255.802,2.4,2.06
556,2019-07-11,20817.581,3.7,255.802,2.4,2.06
557,2019-07-12,20817.581,3.7,255.802,2.4,2.06
558,2019-07-13,20817.581,3.7,255.802,2.4,2.06
559,2019-07-14,20817.581,3.7,255.802,2.4,2.06
560,2019-07-15,20817.581,3.7,255.802,2.4,2.06
561,2019-07-16,20817.581,3.7,255.802,2.4,2.06
562,2019-07-17,20817.581,3.7,255.802,2.4,2.06
563,2019-07-18,20817.581,3.7,255.802,2.4,2.06
564,2019-07-19,20817.581,3.7,255.802,2.4,2.06
565,2019-07-20,20817.581,3.7,255.802,2.4,2.06
566,2019-07-21,20817.581,3.7,255.802,2.4,2.06
567,2019-07-22,20817.581,3.7,255.802,2.4,2.06
568,2019-07-23,20817.581,3.7,255.802,2.4,2.06
569,2019-07-24,20817.581,3.7,255.802,2.4,2.06
570,2019-07-25,20817.581,3.7,255.802,2.4,2.06
571,2019-07-26,20817.581,3.7,255.802,2.4,2.06
572,2019-07-27,20817.581,3.7,255.802,2.4,2.06
573,2019-07-28,20817.581,3.7,255.802,2.4,2.06
574,2019-07-29,20817.581,3.7,255.802,2.4,2.06
575,2019-07-30,20817.581,3.7,255.802,2.4,2.06
576,2019-07-31,20817.581,3.7,255.802,2.4,2.06
577,2019-08-01,20817.581,3.6,256.036,2.13,1.63
578,2019-08-02,20817.581,3.6,256.036,2.13,1.63
579,2019-08-03,20817.581,3.6,256.036,2.13,1.63
580,2019-08-04,20817.581,3.6,256.036,2.13,1.63
581,2019-08-05,20817.581,3.6,256.036,2.13,1.63
582,2019-08-06,20817.581,3.6,256.036,2.13,1.63
583,2019-08-07,20817.581,3.6,256.036,2.13,1.63
584,2019-08-08,20817.581,3.6,256.036,2.13,1.63
585,2019-08-09,20817.581,3.6,256.036,2.13,1.63
586,2019-08-10,20817.581,3.6,256.036,2.13,1.63
587,2019-08-11,20817.581,3.6,256.036,2.13,1.63
588,2019-08-12,20817.581,3.6,256.036,2.13,1.63
589,2019-08-13,20817.581,3.6,256.036,2.13,1.63
590,2019-08-14,20817.581,3.6,256.036,2.13,1.63
591,2019-08-15,20817.581,3.6,256.036,2.13,1.63
592,2019-08-16,20817.581,3.6,256.036,2.13,1.63
593,2019-08-17,20817.581,3.6,256.036,2.13,1.63
594,2019-08-18,20817.581,3.6,256.036,2.13,1.63
595,2019-08-19,20817.581,3.6,256.036,2.13,1.63
596,2019-08-20,20817.581,3.6,256.036,2.13,1.63
597,2019-08-21,20817.581,3.6,256.036,2.13,1.63
598,2019-08-22,20817.581,3.6,256.036,2.13,1.63
599,2019-08-23,20817.581,3.6,256.036,2.13,1.63
600,2019-08-24,20817.581,3.6,256.036,2.13,1.63
601,2019-08-25,20817.581,3.6,256.036,2.13,1.63
602,2019-08-26,20817.581,3.6,256.036,2.13,1.63
603,2019-08-27,20817.581,3.6,256.036,2.13,1.63
604,2019-08-28,20817.581,3.6,256.036,2.13,1.63
605,2019-08-29,20817.581,3.6,256.036,2.13,1.63
606,2019-08-30,20817.581,3.6,256.036,2.13,1.63
607,2019-08-31,20817.581,3.6,256.036,2.13,1.63
608,2019-09-01,20817.581,3.5,256.43,2.04,1.7
609,2019-09-02,20817.581,3.5,256.43,2.04,1.7
610,2019-09-03,20817.581,3.5,256.43,2.04,1.7
611,2019-09-04,20817.581,3.5,256.43,2.04,1.7
612,2019-09-05,20817.581,3.5,256.43,2.04,1.7
613,2019-09-06,20817.581,3.5,256.43,2.04,1.7
614,2019-09-07,20817.581,3.5,256.43,2.04,1.7
615,2019-09-08,20817.581,3.5,256.43,2.04,1.7
616,2019-09-09,20817.581,3.5,256.43,2.04,1.7
617,2019-09-10,20817.581,3.5,256.43,2.04,1.7
618,2019-09-11,20817.581,3.5,256.43,2.04,1.7
619,2019-09-12,20817.581,3.5,256.43,2.04,1.7
620,2019-09-13,20817.581,3.5,256.43,2.04,1.7
621,2019-09-14,20817.581,3.5,256.43,2.04,1.7
622,2019-09-15,20817.581,3.5,256.43,2.04,1.7
623,2019-09-16,20817.581,3.5,256.43,2.04,1.7
624,2019-09-17,20817.581,3.5,256.43,2.04,1.7
625,2019-09-18,20817.581,3.5,256.43,2.04,1.7
626,2019-09-19,20817.581,3.5,256.43,2.04,1.7
627,2019-09-20,20817.581,3.5,256.43,2.04,1.7
628,2019-09-21,20817.581,3.5,256.43,2.04,1.7
629,2019-09-22,20817.581,3.5,256.43,2.04,1.7
630,2019-09-23,20817.581,3.5,256.43,2.04,1.7
631,2019-09-24,20817.581,3.5,256.43,2.04,1.7
632,2019-09-25,20817.581,3.5,256.43,2.04,1.7
633,2019-09-26,20817.581,3.5,256.43,2.04,1.7
634,2019-09-27,20817.581,3.5,256.43,2.04,1.7
635,2019-09-28,20817.581,3.5,256.43,2.04,1.7
636,2019-09-29,20817.581,3.5,256.43,2.04,1.7
637,2019-09-30,20817.581,3.5,256.43,2.04,1.7
638,2019-10-01,20951.088,3.6,257.155,1.83,1.71
639,2019-10-02,20951.088,3.6,257.155,1.83,1.71
640,2019-10-03,20951.088,3.6,257.155,1.83,1.71
641,2019-10-04,20951.088,3.6,257.155,1.83,1.71
642,2019-10-05,20951.088,3.6,257.155,1.83,1.71
643,2019-10-06,20951.088,3.6,257.155,1.83,1.71
644,2019-10-07,20951.088,3.6,257.155,1.83,1.71
645,2019-10-08,20951.088,3.6,257.155,1.83,1.71
646,2019-10-09,20951.088,3.6,257.155,1.83,1.71
647,2019-10-10,20951.088,3.6,257.155,1.83,1.71
648,2019-10-11,20951.088,3.6,257.155,1.83,1.71
649,2019-10-12,20951.088,3.6,257.155,1.83,1.71
650,2019-10-13,20951.088,3.6,257.155,1.83,1.71
651,2019-10-14,20951.088,3.6,257.155,1.83,1.71
652,2019-10-15,20951.088,3.6,257.155,1.83,1.71
653,2019-10-16,20951.088,3.6,257.155,1.83,1.71
654,2019-10-17,20951.088,3.6,257.155,1.83,1.71
655,2019-10-18,20951.088,3.6,257.155,1.83,1.71
656,2019-10-19,20951.088,3.6,257.155,1.83,1.71
657,2019-10-20,20951.088,3.6,257.155,1.83,1.71
658,2019-10-21,20951.088,3.6,257.155,1.83,1.71
659,2019-10-22,20951.088,3.6,257.155,1.83,1.71
660,2019-10-23,20951.088,3.6,257.155,1.83,1.71
661,2019-10-24,20951.088,3.6,257.155,1.83,1.71
662,2019-10-25,20951.088,3.6,257.155,1.83,1.71
663,2019-10-26,20951.088,3.6,257.155,1.83,1.71
664,2019-10-27,20951.088,3.6,257.155,1.83,1.71
665,2019-10-28,20951.088,3.6,257.155,1.83,1.71
666,2019-10-29,20951.088,3.6,257.155,1.83,1.71
667,2019-10-30,20951.088,3.6,257.155,1.83,1.71
668,2019-10-31,20951.088,3.6,257.155,1.83,1.71
669,2019-11-01,20951.088,3.6,257.879,1.55,1.81
670,2019-11-02,20951.088,3.6,257.879,1.55,1.81
671,2019-11-03,20951.088,3.6,257.879,1.55,1.81
672,2019-11-04,20951.088,3.6,257.879,1.55,1.81
673,2019-11-05,20951.088,3.6,257.879,1.55,1.81
674,2019-11-06,20951.088,3.6,257.879,1.55,1.81
675,2019-11-07,20951.088,3.6,257.879,1.55,1.81
676,2019-11-08,20951.088,3.6,257.879,1.55,1.81
677,2019-11-09,20951.088,3.6,257.879,1.55,1.81
678,2019-11-10,20951.088,3.6,257.879,1.55,1.81
679,2019-11-11,20951.088,3.6,257.879,1.55,1.81
680,2019-11-12,20951.088,3.6,257.879,1.55,1.81
681,2019-11-13,20951.088,3.6,257.879,1.55,1.81
682,2019-11-14,20951.088,3.6,257.879,1.55,1.81
683,2019-11-15,20951.088,3.6,257.879,1.55,1.81
684,2019-11-16,20951.088,3.6,257.879,1.55,1.81
685,2019-11-17,20951.088,3.6,257.879,1.55,1.81
686,2019-11-18,20951.088,3.6,257.879,1.55,1.81
687,2019-11-19,20951.088,3.6,257.879,1.55,1.81
688,2019-11-20,20951.088,3.6,257.879,1.55,1.81
689,2019-11-21,20951.088,3.6,257.879,1.55,1.81
690,2019-11-22,20951.088,3.6,257.879,1.55,1.81
691,2019-11-23,20951.088,3.6,257.879,1.55,1.81
692,2019-11-24,20951.088,3.6,257.879,1.55,1.81
693,2019-11-25,20951.088,3.6,257.879,1.55,1.81
694,2019-11-26,20951.088,3.6,257.879,1.55,1.81
695,2019-11-27,20951.088,3.6,257.879,1.55,1.81
696,2019-11-28,20951.088,3.6,257.879,1.55,1.81
697,2019-11-29,20951.088,3.6,257.879,1.55,1.81
698,2019-11-30,20951.088,3.6,257.879,1.55,1.81
699,2019-12-01,20951.088,3.6,258.63,1.55,1.86
700,2019-12-02,20951.088,3.6,258.63,1.55,1.86
701,2019-12-03,20951.088,3.6,258.63,1.55,1.86
702,2019-12-04,20951.088,3.6,258.63,1.55,1.86
703,2019-12-05,20951.088,3.6,258.63,1.55,1.86
704,2019-12-06,20951.088,3.6,258.63,1.55,1.86
705,2019-12-07,20951.088,3.6,258.63,1.55,1.86
706,2019-12-08,20951.088,3.6,258.63,1.55,1.86
707,2019-12-09,20951.088,3.6,258.63,1.55,1.86
708,2019-12-10,20951.088,3.6,258.63,1.55,1.86
709,2019-12-11,20951.088,3.6,258.63,1.55,1.86
710,2019-12-12,20951.088,3.6,258.63,1.55,1.86
711,2019-12-13,20951.088,3.6,258.63,1.55,1.86
712,2019-12-14,20951.088,3.6,258.63,1.55,1.86
713,2019-12-15,20951.088,3.6,258.63,1.55,1.86
714,2019-12-16,20951.088,3.6,258.63,1.55,1.86
715,2019-12-17,20951.088,3.6,258.63,1.55,1.86
716,2019-12-18,20951.088,3.6,258.63,1.55,1.86
717,2019-12-19,20951.088,3.6,258.63,1.55,1.86
718,2019-12-20,20951.088,3.6,258.63,1.55,1.86
719,2019-12-21,20951.088,3.6,258.63,1.55,1.86
720,2019-12-22,20951.088,3.6,258.63,1.55,1.86
721,2019-12-23,20951.088,3.6,258.63,1.55,1.86
722,2019-12-24,20951.088,3.6,258.63,1.55,1.86
723,2019-12-25,20951.088,3.6,258.63,1.55,1.86
724,2019-12-26,20951.088,3.6,258.63,1.55,1.86
725,2019-12-27,20951.088,3.6,258.63,1.55,1.86
